IDCNTRY,IDSCHOOL,IDTEALIN,IDTEACH,IDLINK,ITCOURSE,experience,sex,age,prob_class_size,prob_much_material,prob_much_time,prob_need_prep,prob_need_class_time,prob_much_pressure,prob_change_material,prob_admin_tasks,class_size,stud_lang_diff,style_daily_lives,style_explain_work,style_challenge,style_discussion,style_link_previous,style_procedures,style_express_ideas,class_time,stud_explain_new,stud_observe_phenom,stud_demo_exp,stud_plan_exp,stud_conduct_exp,stud_present,stud_interpret,stud_use_evid,stud_read_text,stud_memorize,stud_formulas,stud_field,stud_heterogeneous,stud_homogenous,computer_sci,computer_stud,computer_class,computer_school,computer_class_freq,computer_low_freq,computer_high_freq,computer_spec_freq,hw_freq,hw_time,hw_correct,hw_self_correct,hw_discuss,hw_complete,hw_graded,assess_observe,assess_ask,assess_short,assess_long,assess_projects,pd_hours,language,school_acad_focus_score,limited_by_needs_score,school_safe_score,job_satisfaction_score,emph_investigation_score,school_acad_focus,limited_by_needs,school_safe,job_satisfaction,emph_investigation,bio_coverage,chem_coverage,phys_coverage,earth_coverage,edu_level,study_stem,study_edu,mmat_avg,ssci_avg,malg_avg,mapp_avg,mdat_avg,mgeo_avg,mkno_avg,mnum_avg,mrea_avg,sapp_avg,sbio_avg,sche_avg,sear_avg,skno_avg,sphy_avg,srea_avg
440,5255,52550202,525502,2,Physics,31.0,Female,60 or more,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,27.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,180.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,16–35 hours,Lithuanian,11.55005,11.28828,12.56459,11.74559,10.96886,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,57.14286,,ISCED Level 7,1,0,574.3492232631578,559.193871368421,585.8964885263158,583.8075629473684,584.0298520000001,572.3624307368422,583.4934992631579,576.4466498947368,575.8563857894736,564.5185048421052,559.4414507368421,566.9417685263157,560.7472330526316,548.2786757894737,567.2498190526316,568.3880004210528
440,5255,52550207,525502,7,Physics,31.0,Female,60 or more,2.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,22.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,150.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,16–35 hours,Lithuanian,10.95225,11.28828,12.56459,11.74559,10.96886,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,57.14286,,ISCED Level 7,1,0,535.0476378571428,521.3018071428572,522.3878705714286,535.8444892857144,537.1859585714286,536.7633865714286,532.7473085714286,529.4185757142857,530.4550845714286,521.0996604285714,519.6041885714285,513.1279018571428,531.3646014285713,517.2316907142857,518.8060764285714,538.7494934285713
440,5255,52550303,525503,3,Biology,35.0,Female,60 or more,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,27.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,90.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,Less than 6 hours,Lithuanian,12.46787,9.6191,11.14932,10.25874,8.81776,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,85.71429,,,,ISCED Level 7,1,1,574.3492232631578,559.193871368421,585.8964885263158,583.8075629473684,584.0298520000001,572.3624307368422,583.4934992631579,576.4466498947368,575.8563857894736,564.5185048421052,559.4414507368421,566.9417685263157,560.7472330526316,548.2786757894737,567.2498190526316,568.3880004210528
440,5255,52550308,525503,8,Biology,36.0,Female,60 or more,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,22.0,11.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,45.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,2.0,60.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,Less than 6 hours,Lithuanian,10.05102,7.67828,11.14932,10.25874,8.0387,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 7,1,1,535.0476378571428,521.3018071428572,522.3878705714286,535.8444892857144,537.1859585714286,536.7633865714286,532.7473085714286,529.4185757142857,530.4550845714286,521.0996604285714,519.6041885714285,513.1279018571428,531.3646014285713,517.2316907142857,518.8060764285714,538.7494934285713
440,5255,52550404,525504,4,Chemistry,36.0,Female,50–59,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,27.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,90.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,Less than 6 hours,Lithuanian,11.55005,10.14509,11.14932,10.25874,8.81776,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,50.0,,,ISCED Level 7,1,1,574.3492232631578,559.193871368421,585.8964885263158,583.8075629473684,584.0298520000001,572.3624307368422,583.4934992631579,576.4466498947368,575.8563857894736,564.5185048421052,559.4414507368421,566.9417685263157,560.7472330526316,548.2786757894737,567.2498190526316,568.3880004210528
440,5255,52550409,525504,9,Chemistry,35.0,Female,50–59,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,22.0,11.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,Less than 6 hours,Lithuanian,10.05102,7.18242,10.58171,10.25874,6.51309,High Emphasis,Very Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,50.0,,,ISCED Level 7,1,0,535.0476378571428,521.3018071428572,522.3878705714286,535.8444892857144,537.1859585714286,536.7633865714286,532.7473085714286,529.4185757142857,530.4550845714286,521.0996604285714,519.6041885714285,513.1279018571428,531.3646014285713,517.2316907142857,518.8060764285714,538.7494934285713
440,5255,52550505,525505,5,Earth science,41.0,Female,60 or more,3.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,27.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,90.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,Less than 6 hours,Lithuanian,12.15607,10.14509,10.07263,10.25874,8.0387,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,574.3492232631578,559.193871368421,585.8964885263158,583.8075629473684,584.0298520000001,572.3624307368422,583.4934992631579,576.4466498947368,575.8563857894736,564.5185048421052,559.4414507368421,566.9417685263157,560.7472330526316,548.2786757894737,567.2498190526316,568.3880004210528
440,5255,52550510,525505,10,Earth science,41.0,Female,60 or more,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,22.0,11.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,90.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,Less than 6 hours,Lithuanian,10.35236,7.18242,10.58171,10.25874,8.0387,High Emphasis,Very Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,535.0476378571428,521.3018071428572,522.3878705714286,535.8444892857144,537.1859585714286,536.7633865714286,532.7473085714286,529.4185757142857,530.4550845714286,521.0996604285714,519.6041885714285,513.1279018571428,531.3646014285713,517.2316907142857,518.8060764285714,538.7494934285713
440,5257,52570202,525702,2,Physics,10.0,Male,30–39,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,16.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,15.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6–15 hours,Lithuanian,7.62867,9.11668,9.61153,6.19622,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,Less than Half the Lessons,,,57.14286,,ISCED Level 7,1,1,520.033840923077,548.9821066153846,519.7442484615385,526.7810386153845,514.4251335384614,533.0721507692308,511.5461113846155,512.5046032307691,517.9574116923076,548.0803604615384,551.6451992307692,567.8187043076922,540.5436638461539,547.7106746153846,559.9741433846152,555.269416
440,5257,52570303,525703,3,Biology,23.0,Female,40–49,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,17.0,12.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,45.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Less than 6 hours,Lithuanian,7.62867,8.63238,8.01327,5.28118,8.81776,Medium Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,Less than Half the Lessons,57.14286,,,,ISCED Level 6,1,0,520.033840923077,548.9821066153846,519.7442484615385,526.7810386153845,514.4251335384614,533.0721507692308,511.5461113846155,512.5046032307691,517.9574116923076,548.0803604615384,551.6451992307692,567.8187043076922,540.5436638461539,547.7106746153846,559.9741433846152,555.269416
440,5257,52570404,525704,4,Chemistry,20.0,Female,40–49,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,17.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,90.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,,,,,,,,2.0,15.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,6–15 hours,Lithuanian,10.35236,8.15603,12.56459,8.48286,8.0387,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,100.0,,,ISCED Level 6,1,0,520.033840923077,548.9821066153846,519.7442484615385,526.7810386153845,514.4251335384614,533.0721507692308,511.5461113846155,512.5046032307691,517.9574116923076,548.0803604615384,551.6451992307692,567.8187043076922,540.5436638461539,547.7106746153846,559.9741433846152,555.269416
440,5257,52570505,525705,5,Earth science,27.0,Male,40–49,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,16.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,,,,,,,,2.0,60.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,16–35 hours,Lithuanian,10.65284,9.11668,11.78998,6.74486,6.51309,High Emphasis,Somewhat Limited,Very Safe and Orderly,Less than Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 6,1,0,520.033840923077,548.9821066153846,519.7442484615385,526.7810386153845,514.4251335384614,533.0721507692308,511.5461113846155,512.5046032307691,517.9574116923076,548.0803604615384,551.6451992307692,567.8187043076922,540.5436638461539,547.7106746153846,559.9741433846152,555.269416
440,5258,52580202,525802,2,Physics,46.0,Male,60 or more,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,60.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,Less than 6 hours,Lithuanian,8.24467,8.15603,9.18523,8.48286,8.81776,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,,,100.0,,ISCED Level 6,1,0,460.3469008,438.08726499999995,455.065657,459.8429843999999,451.8530456,459.73606200000006,476.2569076000001,463.7545852000001,452.0380252,436.8795228000001,421.4013896,432.67904319999997,428.95615779999997,440.21043,421.70282660000004,432.6315764000001
440,5258,52580303,525803,3,Chemistry,9.0,Female,30–39,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,14.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,90.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6–15 hours,Lithuanian,10.35236,8.15603,11.78998,8.48286,10.61377,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,62.5,,,ISCED Level 7,1,0,460.3469008,438.08726499999995,455.065657,459.8429843999999,451.8530456,459.73606200000006,476.2569076000001,463.7545852000001,452.0380252,436.8795228000001,421.4013896,432.67904319999997,428.95615779999997,440.21043,421.70282660000004,432.6315764000001
440,5258,52580404,525804,4,Earth science,19.0,Female,40–49,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,14.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,90.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6–15 hours,Lithuanian,9.44792,8.63238,10.07263,9.22836,8.0387,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,0,460.3469008,438.08726499999995,455.065657,459.8429843999999,451.8530456,459.73606200000006,476.2569076000001,463.7545852000001,452.0380252,436.8795228000001,421.4013896,432.67904319999997,428.95615779999997,440.21043,421.70282660000004,432.6315764000001
440,5258,52580405,525804,5,Biology,19.0,Female,40–49,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,14.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,45.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,60.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,None,Lithuanian,9.14714,7.18242,9.18523,8.48286,6.51309,Medium Emphasis,Very Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,100.0,,,,ISCED Level 7,1,0,460.3469008,438.08726499999995,455.065657,459.8429843999999,451.8530456,459.73606200000006,476.2569076000001,463.7545852000001,452.0380252,436.8795228000001,421.4013896,432.67904319999997,428.95615779999997,440.21043,421.70282660000004,432.6315764000001
440,5260,52600202,526002,2,Physics,30.0,Female,50–59,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,23.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,140.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,15.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,6–15 hours,Lithuanian,10.35236,7.18242,9.61153,7.74231,8.0387,High Emphasis,Very Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,,,71.42857,,ISCED Level 7,1,0,488.26920021052626,494.94966147368433,487.12774126315793,498.70079799999996,495.33779757894735,498.30639305263156,482.60123631578944,485.24041073684214,480.80071115789474,494.95520242105266,491.4739489473685,497.5813635789474,499.7477383157896,493.9778711578947,506.24075063157886,501.62646873684207
440,5260,52600303,526003,3,Biology,32.0,Female,50–59,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,24.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,50.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,More than 35 hours,Lithuanian,10.05102,3.62369,11.14932,7.21969,8.81776,High Emphasis,Very Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,85.71429,,,,ISCED Level 6,1,1,488.26920021052626,494.94966147368433,487.12774126315793,498.70079799999996,495.33779757894735,498.30639305263156,482.60123631578944,485.24041073684214,480.80071115789474,494.95520242105266,491.4739489473685,497.5813635789474,499.7477383157896,493.9778711578947,506.24075063157886,501.62646873684207
440,5260,52600404,526004,4,Chemistry,27.0,Female,50–59,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,23.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,90.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,More than 35 hours,Lithuanian,8.54651,10.14509,10.58171,7.74231,6.51309,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,37.5,,,ISCED Level 6,1,0,488.26920021052626,494.94966147368433,487.12774126315793,498.70079799999996,495.33779757894735,498.30639305263156,482.60123631578944,485.24041073684214,480.80071115789474,494.95520242105266,491.4739489473685,497.5813635789474,499.7477383157896,493.9778711578947,506.24075063157886,501.62646873684207
440,5260,52600505,526005,5,Earth science,21.0,Female,40–49,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,23.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,Lithuanian,11.55005,10.14509,11.78998,9.7693,,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,,,,,100.0,ISCED Level 6,1,0,488.26920021052626,494.94966147368433,487.12774126315793,498.70079799999996,495.33779757894735,498.30639305263156,482.60123631578944,485.24041073684214,480.80071115789474,494.95520242105266,491.4739489473685,497.5813635789474,499.7477383157896,493.9778711578947,506.24075063157886,501.62646873684207
440,5261,52610202,526102,2,Physics,44.0,Female,60 or more,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,32.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,90.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,,,,,,,,2.0,60.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6–15 hours,Lithuanian,12.15607,7.18242,10.07263,11.74559,11.31862,High Emphasis,Very Limited,Safe and Orderly,Very Satisfied,About Half the Lessons or More,,,57.14286,,ISCED Level 7,1,0,531.5882706923076,540.5561758461539,540.7524416153846,530.176736923077,532.5884272307693,539.9530442307693,535.483171,521.2791486923077,526.4333883076924,537.2804726923076,544.3476185384616,523.6738085384616,551.3571988461539,532.9185708461539,533.053617,549.6441219230768
440,5261,52610303,526103,3,Biology,10.0,Female,50–59,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,32.0,32.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,90.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6–15 hours,Lithuanian,10.65284,10.14509,10.58171,8.48286,10.96886,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,85.71429,,,,ISCED Level 6,1,0,531.5882706923076,540.5561758461539,540.7524416153846,530.176736923077,532.5884272307693,539.9530442307693,535.483171,521.2791486923077,526.4333883076924,537.2804726923076,544.3476185384616,523.6738085384616,551.3571988461539,532.9185708461539,533.053617,549.6441219230768
440,5261,52610304,526103,4,Chemistry,30.0,Female,50–59,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6–15 hours,Lithuanian,9.74934,11.28828,10.58171,9.22836,6.51309,Medium Emphasis,Not Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,37.5,,,ISCED Level 6,1,0,531.5882706923076,540.5561758461539,540.7524416153846,530.176736923077,532.5884272307693,539.9530442307693,535.483171,521.2791486923077,526.4333883076924,537.2804726923076,544.3476185384616,523.6738085384616,551.3571988461539,532.9185708461539,533.053617,549.6441219230768
440,5261,52610405,526104,5,Earth science,40.0,Female,60 or more,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,32.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,Lithuanian,12.46787,10.14509,13.87035,11.74559,6.51309,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,75.0,ISCED Level 7,1,0,531.5882706923076,540.5561758461539,540.7524416153846,530.176736923077,532.5884272307693,539.9530442307693,535.483171,521.2791486923077,526.4333883076924,537.2804726923076,544.3476185384616,523.6738085384616,551.3571988461539,532.9185708461539,533.053617,549.6441219230768
440,5262,52620202,526202,2,Physics,30.0,Female,50–59,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,18.0,0.0,3.0,,1.0,1.0,3.0,1.0,3.0,90.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,16–35 hours,Lithuanian,10.35236,12.67245,11.78998,11.74559,10.61377,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,57.14286,,ISCED Level 7,1,0,493.326566625,504.12045575,501.10924487499994,492.858177,497.7286755,498.6858185000001,492.91909887500003,488.93139237500003,475.195041,499.165662375,499.42870687499993,500.667222,492.24835262499994,506.666183,494.8879427499999,510.2863794999999
440,5262,52620303,526203,3,Biology,11.0,Female,40–49,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,60.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,15.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16–35 hours,Lithuanian,11.55005,12.67245,12.56459,9.7693,11.67481,High Emphasis,Not Limited,Very Safe and Orderly,Satisfied,About Half the Lessons or More,85.71429,,,,ISCED Level 6,1,1,493.326566625,504.12045575,501.10924487499994,492.858177,497.7286755,498.6858185000001,492.91909887500003,488.93139237500003,475.195041,499.165662375,499.42870687499993,500.667222,492.24835262499994,506.666183,494.8879427499999,510.2863794999999
440,5262,52620308,526203,8,Biology,11.0,Female,40–49,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,10.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,60.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,15.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16–35 hours,Lithuanian,11.55005,11.93195,11.78998,11.74559,11.67481,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,About Half the Lessons or More,85.71429,,,,ISCED Level 6,1,0,536.1213326666667,531.3408813333334,533.12903,529.9090516666666,538.6840436666666,540.6829733333333,535.9471266666667,530.3794533333333,527.2469176666667,531.32547,524.7413933333333,541.2187459999999,548.502022,526.863797,533.2464583333333,514.972269
440,5262,52620404,526204,4,Chemistry,16.0,Female,30–39,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,18.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,90.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,,,,,,,,4.0,15.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,More than 35 hours,Lithuanian,9.14714,8.15603,9.61153,11.74559,11.67481,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,About Half the Lessons or More,,75.0,,,ISCED Level 8,1,0,493.326566625,504.12045575,501.10924487499994,492.858177,497.7286755,498.6858185000001,492.91909887500003,488.93139237500003,475.195041,499.165662375,499.42870687499993,500.667222,492.24835262499994,506.666183,494.8879427499999,510.2863794999999
440,5262,52620409,526204,9,Chemistry,16.0,Female,30–39,1.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,10.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,90.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,,,,,,,,2.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,More than 35 hours,Lithuanian,8.54651,9.6191,8.78337,11.74559,11.31862,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,About Half the Lessons or More,,75.0,,,ISCED Level 8,1,0,536.1213326666667,531.3408813333334,533.12903,529.9090516666666,538.6840436666666,540.6829733333333,535.9471266666667,530.3794533333333,527.2469176666667,531.32547,524.7413933333333,541.2187459999999,548.502022,526.863797,533.2464583333333,514.972269
440,5262,52620505,526205,5,Earth science,20.0,Female,40–49,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,18.0,11.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithuanian,9.74934,8.15603,6.79059,9.7693,,Medium Emphasis,Somewhat Limited,Less than Safe and Orderly,Satisfied,,,,,,ISCED Level 6,1,0,493.326566625,504.12045575,501.10924487499994,492.858177,497.7286755,498.6858185000001,492.91909887500003,488.93139237500003,475.195041,499.165662375,499.42870687499993,500.667222,492.24835262499994,506.666183,494.8879427499999,510.2863794999999
